f1v7n4e20,Y
21551.564,23930.150391
21523.51,24262.509766
21622.314,24294.113281666665
21652.793,24325.716797333334
21688.428,24357.320313
21725.832,24360.210938
21755.24,24542.539063
21852.098,24739.529297
21957.494,24831.169922
22006.756,24853.916666666668
22035.207,24876.663411333335
22055.67,24899.410156
22069.275,24706.410156
22032.336,24768.929688
22077.703,24713.980469
22088.027,24715.089844
22079.576,24814.489583666666
22102.71,24913.889323333333
22128.344,25013.289063
22156.525,24834.410156
22132.82,24886.810547
22161.066,24811.759766
22155.113,24753.089844
